consecutive,date,Area,Route,Marsh_River_Canal,UTM_Easting,UTM_Northing,Water Depth,SV length,Weight,Sex,lnWeight,lnSVL,SizeClass,month,Season,year,WY,stud_resid,Groups
4659,4/12/2018,LOX,Lox_Marsh,Marsh,572857,2929254,40,109.5,28,Male,3.33220451,4.695924549,Adult,4,Spring,2018,2018,-0.028821314,Northeast
4660,4/12/2018,LOX,Lox_Marsh,Marsh,574463,2932860,24.5,103.8,20.5,Female,3.020424886,4.642465971,Adult,4,Spring,2018,2018,-1.158965519,Northeast
4661,4/12/2018,LOX,Lox_Marsh,Marsh,574048,2933153,28,103.9,21,Female,3.044522438,4.643428898,Adult,4,Spring,2018,2018,-0.995161972,Northeast
4662,4/12/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,526834,2851717,52.2,135.2,64,Male,4.158883083,4.906755164,Adult,4,Spring,2018,2018,1.302351148,Central
4663,4/12/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,526773,2851044,42.2,85.5,14.2,Female,2.653241965,4.448516376,Subadult,4,Spring,2018,2018,0.668566068,Central
4664,4/12/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,526550,2851315,38.3,131.7,43.5,Male,3.772760938,4.880526609,Adult,4,Spring,2018,2018,-1.061925874,Central
4665,4/12/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,526400,2850978,33.5,93.5,18,Female,2.890371758,4.537961436,Adult,4,Spring,2018,2018,0.351738602,Central
4666,4/12/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,550528,2894362,31,124.1,40.5,Male,3.701301974,4.821087692,Adult,4,Spring,2018,2018,-0.182919954,Central
4667,4/12/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,550617,2893426,22.9,118,35,Male,3.555348061,4.770684624,Adult,4,Spring,2018,2018,-0.100054972,Central
4668,4/12/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,551582,2893380,22.1,119.2,41.5,Male,3.725693427,4.780802755,Adult,4,Spring,2018,2018,0.977762819,Central
4669,4/18/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,546674,2879003,56.1,110.4,34,Female,3.526360525,4.704110134,Adult,4,Spring,2018,2018,1.280383215,Central
4670,4/18/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,547097,2879260,26.2,113.6,41,Male,3.713572067,4.732683506,Adult,4,Spring,2018,2018,2.044781512,Central
4703,9/13/2018,LOX,Lox_Marsh,Marsh,572158,2928944,48,106.2,21.5,Male,3.068052935,4.665324109,Adult,9,Fall,2018,2019,-1.340666134,Northeast
4704,9/13/2018,LOX,Lox_Marsh,Marsh,572137,2929743,35,93.1,15.6,Male,2.747270914,4.533674184,Adult,9,Fall,2018,2019,-0.655107331,Northeast
4705,9/13/2018,LOX,Lox_Marsh,Marsh,572234,2928242,36,90.6,13,Female,2.564949357,4.506454213,Adult,9,Fall,2018,2019,-1.413653435,Northeast
4706,9/13/2018,LOX,Lox_Marsh,Marsh,572281,2927555,40,99.5,19,Female,2.944438979,4.600157644,Adult,9,Fall,2018,2019,-0.728315289,Northeast
4707,9/13/2018,LOX,Lox_Marsh,Marsh,572127,2927289,52,87.5,14.4,Male,2.667228207,4.471638793,Subadult,9,Fall,2018,2019,0.219554863,Northeast
4708,9/13/2018,LOX,Lox_Marsh,Marsh,571768,2926753,45,98,18.5,Female,2.917770732,4.584967479,Adult,9,Fall,2018,2019,-0.568969535,Northeast
4709,9/13/2018,LOX,Lox_Marsh,Marsh,571569,2926806,55,100.5,18,Male,2.890371758,4.610157727,Adult,9,Fall,2018,2019,-1.389135989,Northeast
4710,9/13/2018,LOX,Lox_Marsh,Marsh,571654,2927070,55,89,13.4,Female,2.595254707,4.48863637,Subadult,9,Fall,2018,2019,-0.748678364,Northeast
4711,9/13/2018,LOX,Lox_Marsh,Marsh,572162,2938725,49.4,110.4,24.5,Female,3.198673118,4.704110134,Adult,9,Fall,2018,2019,-1.262376925,Northeast
4712,9/13/2018,LOX,Lox_Marsh,Marsh,571973,2932787,30.7,113.2,30.5,Male,3.417726684,4.729156166,Adult,9,Fall,2018,2019,-0.166519925,Northeast
4713,9/13/2018,LOX,Lox_Marsh,Marsh,571933,2933730,34.4,98.8,17.5,Female,2.862200881,4.593097605,Adult,9,Fall,2018,2019,-1.196267359,Northeast
4714,9/13/2018,LOX,Lox_Marsh,Marsh,571799,2937855,39.7,114.1,26,Male,3.258096538,4.737075257,Adult,9,Fall,2018,2019,-1.596429118,Northeast
4715,9/13/2018,LOX,Lox_Marsh,Marsh,572542,2938307,41.5,80.8,11.2,Female,2.415913778,4.391976966,Subadult,9,Fall,2018,2019,0.190421859,Northeast
4716,9/13/2018,LOX,Lox_Marsh,Marsh,571941,2939529,36.9,112.7,32,Male,3.465735903,4.724729421,Adult,9,Fall,2018,2019,0.312678899,Northeast
4717,9/13/2018,LOX,Lox_Marsh,Marsh,571960,2935907,43,92.3,15,Female,2.708050201,4.525044142,Adult,9,Fall,2018,2019,-0.751341963,Northeast
4718,9/17/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,548025,2881478,112,79.4,10,Male,2.302585093,4.374498368,Subadult,9,Fall,2018,2019,-0.267457253,Central
4719,9/17/2018,WCA3B,WCA3B_Marsh,Marsh,548431,2851793,71.5,115.6,36,Male,3.583518938,4.750135956,Adult,9,Fall,2018,2019,0.613968807,Central
4724,10/3/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,546026,2878909,105,135.4,56,Male,4.025351691,4.90823336,Adult,10,Fall,2018,2019,0.230180128,Central
4725,10/3/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,551759,2881173,89.5,93.7,17.6,Female,2.867898902,4.540098189,Adult,10,Fall,2018,2019,0.12587711,Central
4726,10/3/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,537634,2874957,80.6,96.8,21,Female,3.044522438,4.572646994,Adult,10,Fall,2018,2019,0.711442417,Central
4727,10/3/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,534808,2876065,70.1,106.5,24,Female,3.17805383,4.668144985,Adult,10,Fall,2018,2019,-0.555008834,Central
4728,10/3/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,534215,2876377,47.8,103.1,27,Female,3.295836866,4.635699391,Adult,10,Fall,2018,2019,1.141161529,Central
4729,10/3/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,535266,2877182,62.1,91.1,16,Female,2.772588722,4.511957804,Adult,10,Fall,2018,2019,0.064892361,Central
4730,10/3/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,533181,2876820,108.9,103.3,25,Female,3.218875825,4.637637376,Adult,10,Fall,2018,2019,0.497213905,Central
4731,10/4/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,525937,2852939,48.5,101,24.5,Female,3.198673118,4.615120517,Adult,10,Fall,2018,2019,0.883396389,Central
4732,10/4/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,525276,2854115,58.5,95.6,18.6,Male,2.923161581,4.56017282,Adult,10,Fall,2018,2019,0.070630322,Central
4733,10/4/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,527671,2856296,72.7,92.4,17.6,Female,2.867898902,4.526126979,Adult,10,Fall,2018,2019,0.462716497,Central
4734,10/4/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,526489,2855215,60.8,89.3,13.8,Female,2.624668592,4.492001488,Adult,10,Fall,2018,2019,-0.601584965,Central
4735,10/4/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,526882,2855238,70.6,115,33,Male,3.496507561,4.744932128,Adult,10,Fall,2018,2019,0.064332593,Central
4736,10/9/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,527750,2853949,70.6,95.7,21,Female,3.044522438,4.561218298,Adult,10,Fall,2018,2019,0.987047098,Central
4737,10/9/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,527527,2855329,61.8,94.4,19.5,Female,2.970414466,4.547541073,Adult,10,Fall,2018,2019,0.741795715,Central
4738,10/9/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,527300,2855708,57.4,97.7,22,Female,3.091042453,4.581901559,Adult,10,Fall,2018,2019,0.849256633,Central
4739,10/9/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,527012,2856056,50.9,100.3,27,Female,3.295836866,4.608165695,Adult,10,Fall,2018,2019,1.805504802,Central
4740,10/9/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,528555,2854198,64.4,81.6,10.8,Female,2.379546134,4.401829262,Subadult,10,Fall,2018,2019,-0.329306136,Central
4741,10/9/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,525528,2850735,58.5,124.8,45,Male,3.80666249,4.826712456,Adult,10,Fall,2018,2019,0.498979796,Central
4742,10/9/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,525355,2850983,69.1,109.4,30,Female,3.401197382,4.69501089,Adult,10,Fall,2018,2019,0.528476131,Central
4743,10/9/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,526466,2850891,70.8,98.2,19.4,Male,2.965273066,4.587006215,Adult,10,Fall,2018,2019,-0.24958381,Central
4744,10/9/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,526136,2851651,62.4,109.9,26.5,Male,3.277144733,4.699570861,Adult,10,Fall,2018,2019,-0.543909686,Central
4745,10/9/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,525450,2851669,44.1,97.7,22.5,Female,3.113515309,4.581901559,Adult,10,Fall,2018,2019,1.02365566,Central
4746,10/9/2018,WCA3AS,WCA3A-N41_Marsh,Marsh,527440,2855234,72.4,102.9,23,Female,3.135494216,4.633757643,Adult,10,Fall,2018,2019,-0.056130564,Central
4752,10/17/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,534744,2905028,18.2,104.3,25.5,Female,3.238678452,4.647271362,Adult,10,Fall,2018,2019,0.418575444,Central
4753,10/17/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,533784,2906026,17.5,113.9,36,Male,3.583518938,4.73532087,Adult,10,Fall,2018,2019,0.971235169,Central
4754,10/17/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,537156,2898114,21.5,110.4,35.5,Female,3.569532696,4.704110134,Adult,10,Fall,2018,2019,1.615587654,Central
4755,10/17/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,535239,2905123,31.5,110,22.5,Female,3.113515309,4.700480366,Adult,10,Fall,2018,2019,-1.836057857,Central
4756,10/17/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,534729,2905399,19,105.6,23,Male,3.135494216,4.659658371,Adult,10,Fall,2018,2019,-0.680599422,Central
4757,10/17/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,534517,2904761,20.7,99,21,Female,3.044522438,4.59511985,Adult,10,Fall,2018,2019,0.169615712,Central
4758,10/18/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,540006,2881681,70.8,108.3,26.5,Female,3.277144733,4.684905154,Adult,10,Fall,2018,2019,-0.190311983,Central
4759,10/18/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,539739,2881397,72,117.5,34,Female,3.526360525,4.766438334,Adult,10,Fall,2018,2019,-0.222577058,Central
4760,10/18/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,543829,2878758,90,117.9,35,Female,3.555348061,4.769836808,Adult,10,Fall,2018,2019,-0.079613428,Central
4761,10/18/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,542437,2875168,85.4,105.9,24.5,Male,3.198673118,4.662495253,Adult,10,Fall,2018,2019,-0.258818029,Central
4762,10/18/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,542459,2874558,84.8,118.5,35.5,Male,3.569532696,4.774912961,Adult,10,Fall,2018,2019,-0.091950375,Central
4763,10/18/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,542159,2876094,78,110,26,Female,3.258096538,4.700480366,Adult,10,Fall,2018,2019,-0.713640835,Central
4764,10/18/2018,WCA3AS,WCA3A-HD_Marsh,Marsh,541556,2879952,69.5,116,34,Male,3.526360525,4.753590191,Adult,10,Fall,2018,2019,0.087198552,Central
4765,10/18/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,541326,2893781,41,132.2,53.8,Male,3.985273467,4.884315927,Adult,10,Fall,2018,2019,0.495943171,Central
4766,10/18/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,539948,2894686,35.2,105.5,28,Female,3.33220451,4.658710953,Adult,10,Fall,2018,2019,0.868427094,Central
4767,10/22/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,550315,2895568,61,102.6,26,Female,3.258096538,4.630837933,Adult,10,Fall,2018,2019,0.965503318,Central
4768,10/22/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,549105,2895212,53.8,147.6,63.5,Male,4.151039906,4.994505912,Adult,10,Fall,2018,2019,-0.875252475,Central
4769,10/22/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,549105,2895212,51.5,108.3,27.5,Female,3.314186005,4.684905154,Adult,10,Fall,2018,2019,0.09705582,Central
4770,10/22/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,549768,2895794,57.2,114.3,44,Female,3.784189634,4.738826571,Adult,10,Fall,2018,2019,2.445332818,Central
4771,10/22/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,550093,2896811,62,108,30.5,Female,3.417726684,4.682131227,Adult,10,Fall,2018,2019,0.967315963,Central
4772,10/22/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,549942,2897226,41.7,118.8,37,Male,3.610917913,4.777441407,Adult,10,Fall,2018,2019,0.168180949,Central
4773,10/22/2018,WCA3AN,WCA3A-TW_Marsh,Marsh,550689,2896063,56,116.6,39.5,Female,3.676300672,4.758749274,Adult,10,Fall,2018,2019,1.12630377,Central
4774,10/24/2018,ENP,ENP-FC,Marsh,534743,2839280,73.7,122.9,39.5,Male,3.676300672,4.811371017,Adult,10,Fall,2018,2019,-0.142614682,Central
4775,10/24/2018,ENP,ENP-FC,Marsh,538259,2843640,60.5,123.2,36,Male,3.583518938,4.813809051,Adult,10,Fall,2018,2019,-0.921396998,Central
4776,10/25/2018,WCA3B,WCA3B_Marsh,Marsh,549142,2861540,59.1,129.9,35.5,Male,3.569532696,4.866764924,Adult,10,Fall,2018,2019,-2.308453204,Central
4777,10/25/2018,WCA3B,WCA3B_Marsh,Marsh,548100,2854316,62,97.7,20,Female,2.995732274,4.581901559,Adult,10,Fall,2018,2019,0.10977946,Central
4778,10/25/2018,WCA3B,WCA3B_Marsh,Marsh,549229,2851401,56.6,119.8,35,Female,3.555348061,4.785823686,Adult,10,Fall,2018,2019,-0.465088528,Central
4779,10/25/2018,WCA3B,WCA3B_Marsh,Marsh,549469,2851221,64.2,106.1,27,Female,3.295836866,4.664382046,Adult,10,Fall,2018,2019,0.449497609,Central
4780,10/26/2018,WCA3B,WCA3B_Marsh,Marsh,549550,2866644,50.8,100.7,19.8,Male,2.985681938,4.6121458,Adult,10,Fall,2018,2019,-0.697367409,Central
4781,10/26/2018,WCA3B,WCA3B_Marsh,Marsh,554412,2868566,93,90.2,14.4,Female,2.667228207,4.502029427,Adult,10,Fall,2018,2019,-0.513153761,Central
4782,10/26/2018,WCA3B,WCA3B_Marsh,Marsh,548952,2866499,52.1,85.5,12.2,Male,2.501435952,4.448516376,Subadult,10,Fall,2018,2019,-0.509257582,Central
4783,10/30/2018,WCA3B,WCA3B_Marsh,Marsh,549587,2852721,67.5,110.7,35,Female,3.555348061,4.70682384,Adult,10,Fall,2018,2019,1.439962555,Central
4784,10/30/2018,WCA3B,WCA3B_Marsh,Marsh,548724,2853624,61,117,40.5,Male,3.701301974,4.762173935,Adult,10,Fall,2018,2019,1.237770804,Central
4785,10/30/2018,WCA3B,WCA3B_Marsh,Marsh,549382,2856974,60.6,119.1,31,Female,3.433987204,4.779963476,Adult,10,Fall,2018,2019,-1.265636303,Central
4786,10/31/2018,WCA3B,WCA3B_Marsh,Marsh,553441,2870001,68.8,95.5,17.8,Female,2.879198457,4.559126247,Adult,10,Fall,2018,2019,-0.245199848,Central
4787,11/4/2018,WCA3B,WCA3B_Marsh,Marsh,545902,2856120,59.8,99,18.8,Female,2.93385687,4.59511985,Adult,11,Fall,2018,2019,-0.688949605,Central
4788,11/5/2018,WCA3B,WCA3B_Marsh,Marsh,546287,2859163,52.5,109.3,24,Female,3.17805383,4.694096395,Adult,11,Fall,2018,2019,-1.180866607,Central
4789,11/5/2018,WCA3B,WCA3B_Marsh,Marsh,546339,2854989,51.6,127.6,43,Male,3.761200116,4.848900371,Adult,11,Fall,2018,2019,-0.388813267,Central
4790,11/7/2018,ENP,ENP-FC,Marsh,528459,2834679,64.6,113.5,32,Male,3.465735903,4.731802837,Adult,11,Fall,2018,2019,0.142139602,Central
4791,11/7/2018,ENP,ENP-FC,Marsh,532409,2833578,42.7,121.4,41,Male,3.713572067,4.799090879,Adult,11,Fall,2018,2019,0.442675689,Central
4792,11/7/2018,ENP,ENP-FC,Marsh,539093,2845089,63.2,79,9.8,Male,2.282382386,4.369447852,Subadult,11,Fall,2018,2019,-0.302436381,Central
4793,11/7/2018,ENP,ENP-FC,Marsh,528805,2834280,51.9,134.3,60,Male,4.094344562,4.900076104,Adult,11,Fall,2018,2019,0.962403518,Central
4794,11/8/2018,ENP,ENP-FC,Marsh,536456,2843242,55.5,111.4,26.5,Male,3.277144733,4.713127327,Adult,11,Fall,2018,2019,-0.870815511,Central
4795,11/8/2018,ENP,ENP-FC,Marsh,535908,2846196,104,111,26.5,Male,3.277144733,4.709530201,Adult,11,Fall,2018,2019,-0.784066466,Central
4796,11/8/2018,ENP,ENP-FC,Marsh,535293,2845447,53.7,93.9,14.2,Female,2.653241965,4.542230386,Adult,11,Fall,2018,2019,-1.591325771,Central
4804,11/19/2018,ENP,ENP-FC,Marsh,538372,2843847,46.5,99.1,22.5,Female,3.113515309,4.596129441,Adult,11,Fall,2018,2019,0.680549777,Central
4809,11/20/2018,ENP,ENP-SS,Marsh,527892,2835793,38,93.8,18,Female,2.890371758,4.541164856,Adult,11,Fall,2018,2019,0.274505799,South
4810,11/20/2018,ENP,ENP-SS,Marsh,527404,2835516,104.4,99.1,20,Female,2.995732274,4.596129441,Adult,11,Fall,2018,2019,-0.233231022,South
4811,11/20/2018,ENP,ENP-SS,Marsh,526188,2834132,50.9,119.9,36,Male,3.583518938,4.786658062,Adult,11,Fall,2018,2019,-0.266625595,South
4812,11/20/2018,ENP,ENP-SS,Marsh,523749,2828898,49,115.4,36.5,Male,3.597312261,4.748404354,Adult,11,Fall,2018,2019,0.762758063,South
4813,11/20/2018,ENP,ENP-SS,Marsh,522595,2827351,46.7,114.8,32.5,Male,3.481240089,4.743191484,Adult,11,Fall,2018,2019,-0.012151448,South
4814,11/20/2018,ENP,ENP-SS,Marsh,524036,2829290,65,111,30,Male,3.401197382,4.709530201,Adult,11,Fall,2018,2019,0.178414112,South
4815,11/20/2018,ENP,ENP-SS,Marsh,520142,2823052,52.5,140,60,Male,4.094344562,4.941642423,Adult,11,Fall,2018,2019,-0.040110131,South
4816,11/21/2018,ENP,ENP-FC,Marsh,537938,2842804,51.5,110.2,40,Female,3.688879454,4.702296897,Adult,11,Fall,2018,2019,2.586872415,Central
4817,11/27/2018,ENP,ENP-SS,Marsh,525789,2835740,47.7,125.6,38.5,Male,3.650658241,4.833102254,Adult,11,Fall,2018,2019,-0.865666529,South
4818,11/27/2018,ENP,ENP-SS,Marsh,526412,2834323,45.7,114,32,Male,3.465735903,4.736198448,Adult,11,Fall,2018,2019,0.036162657,South
4819,11/27/2018,ENP,ENP-SS,Marsh,521948,2826141,46.8,126.5,45,Male,3.80666249,4.840242308,Adult,11,Fall,2018,2019,0.172730411,South
4820,11/27/2018,ENP,ENP-SS,Marsh,526822,2835592,36.8,116.7,34,Male,3.526360525,4.759606539,Adult,11,Fall,2018,2019,-0.057857156,South
4821,11/27/2018,ENP,ENP-SS,Marsh,525267,2830940,49.9,93.9,20.5,Female,3.020424886,4.542230386,Adult,11,Fall,2018,2019,1.258006509,South
4822,11/27/2018,ENP,ENP-SS,Marsh,520349,2823396,55.6,108.8,21,Female,3.044522438,4.689511334,Adult,11,Fall,2018,2019,-2.107246129,South
4823,11/27/2018,ENP,ENP-SS,Marsh,519149,2822072,52.4,123.6,37.5,Male,3.624340933,4.817050545,Adult,11,Fall,2018,2019,-0.682760704,South
4824,3/11/2019,WCA3AS,WCA3A-N41_Marsh,Marsh,526351,2860387,40.6,102.9,22,Female,3.091042453,4.633757643,Adult,3,Spring,2019,2019,-0.400988906,Central
4827,3/25/2019,WCA3AN,WCA3A-TW_Marsh,Marsh,542026,2893599,26.5,106.5,27,Male,3.295836866,4.668144985,Adult,3,Spring,2019,2019,0.358773459,Central
4829,3/27/2019,WCA3B,WCA3B_Marsh,Marsh,549742,2851716,29.8,106,23.5,Female,3.157000421,4.663439094,Adult,3,Spring,2019,2019,-0.60489269,Central
4830,3/27/2019,WCA3B,WCA3B_Marsh,Marsh,549548,2855444,38.7,97.5,23,Female,3.135494216,4.579852378,Adult,3,Spring,2019,2019,1.243674878,Central
4831,4/1/2019,ENP,ENP-FC,Marsh,536081,2840728,77.6,102.8,26,Female,3.258096538,4.632785353,Adult,4,Spring,2019,2019,0.91853882,Central
4832,4/1/2019,ENP,ENP-FC,Marsh,539162,2844934,26.7,78,10.2,Male,2.32238772,4.356708827,Subadult,4,Spring,2019,2019,0.315152197,Central
4833,4/1/2019,ENP,ENP-FC,Marsh,536747,2841293,32.4,109,28,Male,3.33220451,4.691347882,Adult,4,Spring,2019,2019,0.081517346,Central
4834,4/1/2019,ENP,ENP-FC,Marsh,538930,2845513,45.2,71.8,8,Male,2.079441542,4.273884476,Subadult,4,Spring,2019,2019,0.427260205,Central
4835,4/1/2019,ENP,ENP-FC,Marsh,538937,2845224,37.4,119.7,41.5,Male,3.725693427,4.784988613,Adult,4,Spring,2019,2019,0.876809246,Central
4836,4/1/2019,ENP,ENP-FC,Marsh,534814,2838684,21.5,96.3,20,Female,2.995732274,4.567468319,Adult,4,Spring,2019,2019,0.457752151,Central
4837,4/1/2019,ENP,ENP-FC,Marsh,538396,2845541,38.7,96,18.8,Female,2.93385687,4.564348191,Adult,4,Spring,2019,2019,0.052941558,Central
4838,4/1/2019,ENP,ENP-FC,Marsh,538351,2846863,27.9,88,13.6,Female,2.610069793,4.477336814,Subadult,4,Spring,2019,2019,-0.36127436,Central
4839,4/2/2019,ENP,ENP-FC,Marsh,536368,2843109,39.1,111.4,31,Male,3.433987204,4.713127327,Adult,4,Spring,2019,2019,0.346083896,Central
4840,4/2/2019,ENP,ENP-FC,Marsh,535780,2843070,35,74.5,8,Female,2.079441542,4.310799125,Subadult,4,Spring,2019,2019,-0.462981675,Central
4841,4/2/2019,ENP,ENP-FC,Marsh,535226,2843062,71.1,74.7,7.8,Male,2.054123734,4.313480092,Subadult,4,Spring,2019,2019,-0.724128785,Central
4842,4/2/2019,ENP,ENP-FC,Marsh,536277,2846288,35.1,100.3,22.5,Female,3.113515309,4.608165695,Adult,4,Spring,2019,2019,0.390344959,Central
4843,4/2/2019,ENP,ENP-FC,Marsh,536900,2846721,46.6,101.5,22.5,Female,3.113515309,4.620058798,Adult,4,Spring,2019,2019,0.103616226,Central
4844,4/2/2019,ENP,ENP-FC,Marsh,536081,2846195,38.4,99.6,27,Female,3.295836866,4.601162165,Adult,4,Spring,2019,2019,1.974577515,Central
4845,4/2/2019,ENP,ENP-FC,Marsh,537993,2845621,49.7,144,59,Male,4.077537444,4.9698133,Adult,4,Spring,2019,2019,-0.850102278,Central
4849,4/3/2019,WCA3AS,WCA3A-HD_Marsh,Marsh,550337,2881300,61.1,83.4,12.4,Male,2.517696473,4.423648309,Subadult,4,Spring,2019,2019,0.216489545,Central
4850,4/3/2019,WCA3AS,WCA3A-HD_Marsh,Marsh,549457,2880285,66.1,112.9,24.5,Female,3.198673118,4.726502471,Adult,4,Spring,2019,2019,-1.802758617,Central
4851,4/3/2019,WCA3AS,WCA3A-HD_Marsh,Marsh,549434,2879554,55.2,80.9,11.4,Male,2.433613355,4.393213824,Subadult,4,Spring,2019,2019,0.297930416,Central
4852,4/3/2019,WCA3AS,WCA3A-N41_Marsh,Marsh,525677,2851607,65.3,123.4,44,Male,3.784189634,4.815431111,Adult,4,Spring,2019,2019,0.59663083,Central
4853,4/3/2019,WCA3AS,WCA3A-N41_Marsh,Marsh,525482,2851917,64.6,130,51,Male,3.931825633,4.86753445,Adult,4,Spring,2019,2019,0.485857078,Central
4854,4/3/2019,WCA3AS,WCA3A-N41_Marsh,Marsh,525530,2853581,53.5,125.2,46,Male,3.828641396,4.829912459,Adult,4,Spring,2019,2019,0.592371834,Central
4855,4/3/2019,WCA3AS,WCA3A-N41_Marsh,Marsh,525844,2854521,45.6,129.7,45,Male,3.80666249,4.865224091,Adult,4,Spring,2019,2019,-0.429683521,Central
4856,4/8/2019,WCA3AN,WCA3A-TW_Marsh,Marsh,551913,2893115,43.1,82.2,12,Male,2.48490665,4.409155302,Subadult,4,Spring,2019,2019,0.311529881,Central
4857,4/8/2019,WCA3AN,WCA3A-TW_Marsh,Marsh,550726,2894202,45.3,63.2,4.7,Male,1.547562509,4.146304301,Subadult,4,Spring,2019,2019,-0.623840054,Central
4858,4/8/2019,WCA3AN,WCA3A-TW_Marsh,Marsh,550665,2893243,43.7,151.2,92,Male,4.521788577,5.018603464,Adult,4,Spring,2019,2019,1.421754106,Central
4859,4/8/2019,WCA3AN,WCA3A-TW_Marsh,Marsh,550143,2893648,41.2,82.5,16,Male,2.772588722,4.412798293,Subadult,4,Spring,2019,2019,2.457613741,Central
4861,4/8/2019,WCA3AN,WCA3A-TW_Marsh,Marsh,549033,2895169,27.7,108.7,28.5,Female,3.349904087,4.688591794,Adult,4,Spring,2019,2019,0.285280213,Central
4862,4/9/2019,WCA3AN,WCA3A-TW_Marsh,Marsh,550658,2893969,39.1,99.6,22.5,Male,3.113515309,4.601162165,Adult,4,Spring,2019,2019,0.559202036,Central
4863,4/10/2019,WCA3AN,WCA3A-TW_Marsh,Marsh,550606,2894651,46,111.3,30.5,Male,3.417726684,4.712229258,Adult,4,Spring,2019,2019,0.24158023,Central
4864,4/10/2019,WCA3AN,WCA3A-TW_Marsh,Marsh,550145,2893626,48.6,81.7,13,Male,2.564949357,4.403054002,Subadult,4,Spring,2019,2019,1.079832379,Central
4865,4/10/2019,WCA3AN,WCA3A-TW_Marsh,Marsh,551955,2894177,42.1,134.3,68,Male,4.219507705,4.900076104,Adult,4,Spring,2019,2019,1.93450247,Central
4866,4/10/2019,WCA3AN,WCA3A-TW_Marsh,Marsh,551099,2895237,33.9,63,4.65,Female,1.53686722,4.143134726,Subadult,4,Spring,2019,2019,-0.630410815,Central
4867,4/10/2019,WCA3B,WCA3B_Marsh,Marsh,549223,2851929,26.8,134,55,Male,4.007333185,4.8978398,Adult,4,Spring,2019,2019,0.340998018,Central
4868,4/10/2019,WCA3B,WCA3B_Marsh,Marsh,549430,2851428,40,100.5,20.5,Female,3.020424886,4.610157727,Adult,4,Spring,2019,2019,-0.379872624,Central
4869,4/10/2019,WCA3B,WCA3B_Marsh,Marsh,549727,2851763,40.5,104.8,23,Female,3.135494216,4.652053772,Adult,4,Spring,2019,2019,-0.497237783,Central
4870,4/10/2019,WCA3B,WCA3B_Marsh,Marsh,549037,2851310,13.5,103.2,27,Female,3.295836866,4.636668853,Adult,4,Spring,2019,2019,1.117778307,Central
4871,4/10/2019,WCA3B,WCA3B_Marsh,Marsh,549659,2852473,26.4,101,26,Female,3.258096538,4.615120517,Adult,4,Spring,2019,2019,1.344614768,Central
